,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
weekofyear,-0.000802726,-0.00244069,-0.00312054,-0.00141934,-0.0250909,-0.346786,0.267013,0.0425459,-0.000802726,-0.00236916,-0.0332963,-0.247926,,,,,,,,,0.987416,0.0656746,-0.01559,-0.0038774,0.961414,-0.0022457,0.00516697,-0.0318574,0.0111002,,0.00617623,0.99004,1,0.000149266,-0.0106691,-0.000665248,0.000442607,0.0110699,0.00803428,-0.00169,-0.0055997,-0.00104594,-0.00200175,-0.0140166,0.00857814,-0.00193384,-0.0118,0.00104594,0.00200175,0.00453751,0.0125918,-0.00148855,0.00485612,0.000665248,-0.000442607,-0.00556069,-0.0183908,-0.0133833,-0.0618873,0.0163371,0.0264728,-0.395682,0.457464,-0.319011,0.180734,0.524059,0.00135852,0.0574192,-0.385042,0.28921,-0.103621,-0.524059,-0.00135852,-0.0303916,0.298503,0.033088,0.0667308,-0.0163371,-0.0264728,0.359068,-0.405336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0132588,-0.000234708,-0.00156138,0.0415291,-0.0900825,0.0489568,-0.0110118,-0.0104346,-0.00617529,-0.115472,0.0543022,0.124453,0.0112253,0.00631249,0.00311402,0.131831,-0.174521,-0.0218367,0.00525152,0.0081223,0.0183924,-0.114894,0.0552718,0.0967288,-0.00907035,0.00507717,-0.00603759,0.201092,0.000921216,-0.24078,-0.00827856,-0.0126993,-0.00742555,-0.222126,0.108205,0.120141,-0.135695
current_hour_pillar_heavenly,0.994919,0.0871402,0.0794429,-0.152484,-0.00148226,-0.000415376,-0.00152596,0.00172102,0.994919,0.0865449,-0.00305402,-7.81857e-05,,,,,,,,,-0.000341015,-0.0031679,-0.0161572,0.00403607,-0.000580592,0.00279391,0.00462769,0.00528437,0.00392052,,0.000285578,-0.000599137,0.000149266,1,-0.00603743,-0.699078,0.0411731,0.0122638,0.000340505,0.0874403,0.00182341,-0.00415345,0.00158866,-0.000952958,-0.00423578,0.0801733,-0.00334515,0.00415345,-0.00158866,-0.000875416,0.00724314,-0.152282,0.0132195,0.699078,-0.0411731,-0.00718227,-0.00332568,-0.00122415,-0.00268525,0.00288107,-0.00118708,0.00130854,-0.000803994,-0.000605152,0.00192878,-3.59728e-05,0.00179437,0.00226758,0.000114781,-0.00141961,0.00248688,3.59728e-05,-0.00179437,-0.00135971,-0.000657289,0.00169377,-0.000754626,-0.00288107,0.00118708,-0.00128291,0.00120844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0227046,-0.000739756,-0.019998,-0.00345355,-0.00080978,-0.0024907,-0.0186711,-0.000793856,0.0137378,0.00306769,0.00204256,0.000985571,0.0122342,-0.00180311,-0.0134008,-0.00207096,-0.001011,-0.00491336,0.00364082,0.000867535,-0.0133806,-0.00024424,-0.00239352,-0.00334858,-0.0179904,0.000167548,0.0248687,0.00302443,0.000870222,0.00195842,-0.0102688,0.0010011,0.00927375,0.00183015,0.0021457,0.00368661,0.000254257
current_hour_pillar_earthly,0.090751,-0.000425272,0.00119812,0.00905179,-1.78444e-05,0.000748287,0.00791472,-0.00203408,0.090751,-0.000525727,0.00227736,0.00102748,,,,,,,,,-0.0125035,-0.00319712,0.253523,-0.111028,-0.0123744,-0.00738836,-0.00722008,-0.0184577,-0.00810887,,-0.0254536,-0.0127663,-0.0106691,-0.00603743,1,0.00527948,0.00127536,-0.678977,-0.437792,-0.000457501,0.000301247,0.00031061,0.00359407,0.000595134,-0.00175932,0.00133296,-0.00136154,-0.00031061,-0.00359407,-0.000741399,0.0026586,0.00418477,-0.00526343,-0.00527948,-0.00127536,0.526793,0.394773,-4.9085e-05,-0.000311705,-0.000994718,-0.00315919,0.00524917,-0.0080064,0.00193069,-0.0122284,-0.00230163,-0.00985122,-0.0175489,0.0148823,0.00836103,-0.0116486,0.00230163,0.00985122,0.00633977,-0.0143235,-0.00189968,-0.00132794,0.000994718,0.00315919,-0.0040821,0.00766937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33457,-0.00117924,0.23981,-0.00109148,-0.000843406,-0.00225658,0.179425,0.000208099,0.227071,0.00116196,-0.00983256,0.000875445,-0.305179,0.000481888,0.223447,-0.00315308,-0.00580003,0.00105315,0.0164874,0.00188064,-0.314657,0.0023554,-0.00582459,-0.00207843,0.127387,0.000298954,-0.137423,-0.0032182,0.00662972,0.00554556,0.126928,-0.00121591,0.0851951,0.00401616,-0.00298603,-0.00133247,0.0143942
current_hour_pillar_heavenly_sin,-0.695271,-0.0678595,-0.056806,0.621003,-0.000171332,-0.001627,0.00273263,-0.000688822,-0.695271,-0.0657625,-5.16187e-05,-0.00107301,,,,,,,,,-0.000401617,0.00331899,0.00181723,-0.000427974,0.000422932,-0.00655979,-0.00149825,-0.00659517,-0.00276141,,0.00646074,-0.000122592,-0.000665248,-0.699078,0.00527948,1,-0.000219493,-0.00604731,-0.00276476,-0.0681028,-0.00147433,0.0067696,-0.00209273,5.85361e-05,0.00440393,-0.0572907,0.00228677,-0.0067696,0.00209273,0.00224239,-0.00730048,0.619392,-0.00264006,-1,0.000219493,0.000185302,0.00631498,-0.000577415,0.00409457,-0.000938803,0.0023725,-0.00140038,-0.0003031,-0.00160668,-0.000449884,0.00118798,-0.0025982,-0.00253025,-0.00200992,0.00241791,-0.00270914,-0.00118798,0.0025982,0.00242873,0.00282693,-0.000824148,0.00243316,0.000938803,-0.0023725,0.000979844,0.000287601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00442155,0.000326071,0.00501712,0.00184047,1.02729e-05,0.00211664,-0.00029247,0.000387334,-0.0046849,-0.00132786,-0.000867551,-0.000485905,-0.00384287,0.00125828,0.0065714,0.00218279,0.000639533,0.00545738,-0.000137814,-0.000793189,0.00196524,0.000553907,0.00357901,0.00182311,0.00296823,-0.000181961,-0.0037397,-0.00173758,-0.00157456,-0.000461142,0.00107019,-0.000739508,-0.00588211,-0.0025305,-0.00196327,-0.00397934,-0.00163892
current_hour_pillar_heavenly_cos,0.0409473,0.0524854,0.0598255,-0.0253667,0.000325736,0.000717086,0.00191924,-0.00410186,0.0409473,0.0554233,-0.00453486,0.00117579,,,,,,,,,0.000276646,-0.00240436,-0.00220249,0.000375604,0.000818259,-0.00428622,-0.00788676,-0.00176134,-0.000886867,,-3.36378e-05,8.19673e-05,0.000442607,0.0411731,0.00127536,-0.000219493,1,0.00228501,-0.00588801,0.0528167,-0.000581711,0.00484088,-0.00342256,0.00567293,-0.00323853,0.0602804,8.55026e-05,-0.00484088,0.00342256,-0.00718787,0.00258525,-0.0226751,-0.00206513,0.000219493,-1,-0.00760736,0.00331097,0.000473946,-0.00188103,-0.00298987,0.00194971,0.00345056,-0.00123035,0.000763565,-0.000801324,-0.000159142,-0.000242001,-0.001302,-0.000142306,0.00182893,-0.00084137,0.000159142,0.000242001,0.000312635,0.000557231,-0.00435171,0.00208568,0.00298987,-0.00194971,-0.00280977,-0.000572198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000621842,0.00249398,0.000259377,-0.00157292,-0.000633544,-0.00149161,0.000790488,-0.000659809,-0.00198061,0.00358452,-0.000383281,0.000182382,0.000502418,0.00384334,-0.00240468,0.00197616,0.000171814,-0.00369957,0.00437077,0.00321942,-0.00233248,0.00239877,0.00136859,-0.00312339,-0.00263848,-0.00397312,0.00237154,0.0005991,4.09095e-05,0.00222917,-0.000322894,-0.00190146,0.000114005,-0.00114842,-0.00101125,0.00245331,-0.000802155
current_hour_pillar_earthly_sin,-0.0642483,0.00125558,-0.00242348,-0.0191725,0.00185894,0.000473331,-0.00821564,0.0016242,-0.0642483,0.00123439,-0.00167707,-0.000696186,,,,,,,,,0.0134464,0.00386016,-0.608244,0.108257,0.0132889,0.00644151,0.0106732,0.0177039,0.0115617,,0.0376968,0.0137661,0.0110699,0.0122638,-0.678977,-0.00604731,0.00228501,1,-0.0162344,0.0013541,-0.000535557,-0.000566528,-0.00735578,-0.000621414,0.00245346,-0.00265204,0.00150415,0.000566528,0.00735578,0.00161812,-0.0045084,-0.00948504,0.0385407,0.00604731,-0.00228501,-0.771618,0.0189716,0.00175808,0.00128081,-0.000618542,0.0048291,-0.00433701,0.00720774,-0.000711487,0.0133807,0.00107451,0.0109162,0.0172855,-0.0132427,-0.0086083,0.0132372,-0.00107451,-0.0109162,-0.00593212,0.0119403,0.00146164,0.00177559,0.000618542,-0.0048291,0.00368303,-0.00685823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62694,0.000588553,-0.0882854,0.00263765,0.00134635,0.00400006,-0.0427838,-0.000365517,-0.210508,-0.0026773,0.00931707,-0.00350436,0.374103,-0.000651693,-0.0783145,0.00329393,0.00601246,0.000433187,0.183393,-0.00234761,0.148717,-0.00140009,0.00423672,0.00317169,-0.539182,0.000307384,0.176454,0.000416133,-0.0067387,-0.00686147,-0.0256086,0.00164285,-0.193129,-0.00370399,0.00286269,-0.000162769,-0.0133463
current_hour_pillar_earthly_cos,-0.026836,-0.000461727,-0.000996152,0.0393057,-1.03327e-05,-0.00269784,-0.00615862,0.00112652,-0.026836,-0.000979026,-0.000528999,-0.000602122,,,,,,,,,0.00815175,-0.000195402,0.338069,0.0822464,0.0081054,0.00627941,-0.00288673,0.013824,-0.0024105,,-0.00917951,0.00812888,0.00803428,0.000340505,-0.437792,-0.00276476,-0.00588801,-0.0162344,1,-0.000490165,0.000276161,-0.000751313,-0.0024181,-0.000886392,0.00118289,-0.000971439,0.000559596,0.000751313,0.0024181,-3.31104e-05,-0.000930512,-0.00186225,0.434997,0.00276476,0.00588801,0.006435,-0.90773,0.000225899,-0.000707921,-0.000417913,-0.000492348,-0.00691639,0.00760952,-0.00334131,0.00723133,0.0034303,0.00819074,0.0154691,-0.0120337,-0.00647963,0.0076493,-0.0034303,-0.00819074,-0.00727743,0.012236,0.00101238,0.000673741,0.000417913,0.000492348,0.00485286,-0.0071784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114574,0.00235968,-0.293884,0.00086518,-0.000110667,1.67953e-05,0.00292622,-0.000761805,0.138381,-0.00132972,0.00857655,0.00298934,0.277383,0.00172658,-0.390088,0.00427745,0.00349246,-0.00241477,-0.5038,0.000141714,0.246164,-0.00262883,0.00444327,-0.000794036,0.244184,-0.00149681,-0.0738656,0.00530178,-0.0038049,-0.00266201,-0.139554,-0.00105605,0.289477,-0.00591503,0.00376493,0.00300574,-0.0104647
current_day_pillar_heavenly,0.0869701,0.995168,-0.15696,0.0224085,0.0065075,0.00472532,-0.0046793,-0.00642663,0.0869701,0.737161,0.00416109,0.00305663,,,,,,,,,-0.00202552,0.00220456,-0.000872967,-0.00212788,-0.00425377,0.0118853,0.0201768,0.0120972,0.0329576,,0.0088734,-0.00183293,-0.00169,0.0874403,-0.000457501,-0.0681028,0.0528167,0.0013541,-0.000490165,1,-0.00729793,-0.662284,0.0286081,0.000453018,-0.00268364,-0.157468,0.00433304,0.662284,-0.0286081,0.000827447,0.00725787,0.0224803,0.00208362,0.0681028,-0.0528167,-0.00181118,-0.00233952,0.00653275,0.00165087,-0.00415572,0.00118323,-0.00714283,-0.00202182,0.00465625,0.00519472,-0.00368482,0.00641397,0.00517563,0.00297757,-0.00496233,0.00699718,0.00368482,-0.00641397,-0.00671689,-0.00642375,-0.005602,-0.00938121,0.00415572,-0.00118323,0.00164907,-0.000715418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000603167,0.0179647,-0.000275938,0.00782721,-0.00640131,0.00662202,0.000435828,-0.0205126,-0.00105257,-0.0155968,0.00615846,-0.0081001,-2.04181e-05,0.016568,-0.000363907,0.000237474,-0.00673576,0.00886332,-6.73247e-05,0.0148238,0.00197893,0.00157676,-0.0117262,0.00757199,-0.000633571,-0.0169254,-0.00103308,-0.00596683,0.00982027,-0.00788647,0.000572965,-0.0174614,-0.000777483,-0.00308324,0.00763036,-0.00958479,-0.00214275
current_day_pillar_earthly,0.00185901,0.0870857,0.011987,-0.000145047,0.00139494,-0.00231884,0.00325884,-0.00128822,0.00185901,0.0338148,-0.0281804,-0.00154436,,,,,,,,,-0.00250969,0.0040496,0.000332437,0.0081704,-0.000494303,0.00732896,0.0196499,-0.0235728,0.00580024,,-0.0024801,-0.00215092,-0.0055997,0.00182341,0.000301247,-0.00147433,-0.000581711,-0.000535557,0.000276161,-0.00729793,1,-0.00195948,-0.00483694,-0.354049,-0.437247,0.00592121,-0.000969255,0.00195948,0.00483694,0.313615,0.378866,-0.000106392,-0.000445178,0.00147433,0.000581711,0.00047937,0.00446704,0.000194261,0.00813482,-0.00883156,0.00202492,0.0142979,-0.0124891,-0.00149219,-0.00927991,-0.00955727,-0.0208655,-0.0228827,0.00735257,0.00145977,-0.0164002,0.00955727,0.0208655,0.0228529,-0.00626371,-0.0026894,0.0199863,0.00883156,-0.00202492,-0.0144673,0.00475182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000140568,-0.401722,0.00211495,0.00910023,0.0153718,-0.016175,-0.000263213,0.259456,-0.000936407,-0.00123375,-0.0206972,0.0132605,-5.61891e-05,-0.344098,0.0035636,0.00219619,0.0144429,0.0160002,-0.000295579,-0.25961,-0.000643554,-0.000726885,0.0142678,0.00706372,0.000255391,0.268442,-0.000999747,-0.0156014,-0.0131958,0.0199251,-0.000245738,0.272025,-0.00239093,0.00518688,-0.0211298,-0.014872,0.00550619
current_day_pillar_heavenly_sin,-0.00410925,-0.659203,0.659424,0.00301085,0.00187604,0.000320242,-0.00292454,0.00152804,-0.00410925,-0.363312,-0.0132894,-0.00206028,,,,,,,,,-0.00030669,-0.00882523,-9.74505e-05,0.000488414,0.000159154,-0.00298773,-0.0140541,-0.00310053,-0.00666548,,-0.00116818,-0.00106196,-0.00104594,-0.00415345,0.00031061,0.0067696,0.00484088,-0.000566528,-0.000751313,-0.662284,-0.00195948,1,0.00255896,0.00833325,-0.000192014,0.662151,0.0125139,-1,-0.00255896,-0.0150119,-0.00756377,0.00321198,-0.00222914,-0.0067696,-0.00484088,0.00257667,0.000746568,0.00155033,0.00349304,-0.00357362,0.00134116,-0.00102549,-0.00141994,0.000739705,-0.007132,-0.00209118,0.0018968,0.00283432,0.00213864,-0.00266004,-0.00163569,0.00209118,-0.0018968,-0.0033869,-0.000413903,0.000874185,0.00764545,0.00357362,-0.00134116,0.00515968,0.00430876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000588172,0.00011791,-0.000639123,-0.0026478,0.00400002,-0.00194889,-0.000100193,0.00370219,0.0022173,0.00319019,-0.00338292,0.00454789,-0.00050683,0.000441047,-0.00130578,-0.00132141,0.00407407,0.00347051,0.000300296,-0.00157518,-0.00211369,-0.00280849,0.00364722,-0.00109807,0.000292074,-0.000613014,0.00147172,0.00258979,-0.00391628,0.00369984,0.000132197,0.00223126,0.00249682,0.00107256,-0.00235861,-0.00109126,-0.000297053
current_day_pillar_heavenly_cos,0.00197826,0.0279067,-0.0275595,-0.00151633,-0.0190837,0.00810242,-0.00229082,0.0124719,0.00197826,0.0150709,0.00871185,0.00192102,,,,,,,,,0.000497655,-0.0111066,0.00287942,-0.000257144,-0.000784731,0.00494016,-0.00024049,-0.00491728,0.000897284,,-0.00522412,-0.000425791,-0.00200175,0.00158866,0.00359407,-0.00209273,-0.00342256,-0.00735578,-0.0024181,0.0286081,-0.00483694,0.00255896,1,0.000288227,0.00665216,-0.0286497,0.00440477,-0.00255896,-1,0.00720567,-0.0106895,-0.00119246,-0.00379505,0.00209273,0.00342256,0.00981301,-0.00848615,-0.019797,0.00555446,-0.00215716,-0.00608432,-0.00263295,-0.00522555,0.00747346,0.00660251,-0.00178097,-0.000729843,-0.00138907,0.00165991,-0.00211022,0.00318119,0.00178097,0.000729843,0.00148496,-0.00328068,0.0131039,-0.00232399,0.00215716,0.00608432,0.00336405,-0.00245419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00530022,-0.00191593,-0.00546238,-0.00802163,-0.00594883,0.0104095,-0.00169827,0.00473382,0.0061793,0.0035334,0.00594603,-0.00894643,-0.00339301,-0.00369758,-0.0080307,-0.00566661,-0.00530628,0.0187216,0.00116776,-0.00720396,-0.00217668,0.000868869,-0.00837153,0.0151295,0.00361709,0.00623039,0.00440205,0.00474203,0.00972805,-0.00989277,-0.000727498,0.00428197,0.00912922,0.00320749,0.00459283,-0.0148598,-0.00289737
current_day_pillar_earthly_sin,-0.000910352,-0.0266826,0.0331951,-0.00108158,-0.0107243,0.0107651,0.00251886,0.00578448,-0.000910352,-0.0313701,0.0271773,0.004014,,,,,,,,,-0.0105568,-0.00774938,0.00129962,-0.00493039,-0.0119348,-0.00582808,-0.00685794,-0.00901249,-0.00565274,,0.00672477,-0.011175,-0.0140166,-0.000952958,0.000595134,5.85361e-05,0.00567293,-0.000621414,-0.000886392,0.000453018,-0.354049,0.00833325,0.000288227,1,0.00189271,0.00896867,0.313083,-0.00833325,-0.000288227,-0.865965,0.000450804,-0.00101427,-0.000778338,-5.85361e-05,-0.00567293,0.000368392,-0.000920067,-0.010554,-0.00141769,0.00220168,-0.0127585,0.0116299,-0.00121896,0.00881693,-0.000463232,-0.00508565,0.010579,0.0123304,0.00572695,0.00469648,0.0129253,0.00508565,-0.010579,-0.0148921,-0.00461094,0.00744101,-0.0175006,-0.00220168,0.0127585,-0.000419776,0.0159173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000988918,0.217174,-0.0014398,-0.0162538,-0.00846338,0.0291962,0.00109606,0.332704,0.00171872,0.0164432,0.0115328,-0.0320045,-0.000839241,0.12057,-0.00268635,-0.0114263,-0.00503814,-0.00243189,8.59181e-06,-0.130194,-0.00161525,-0.0116554,-0.0103122,-0.00942651,0.000432443,-0.323872,0.00169317,0.0149875,0.00837979,-0.020815,0.000798836,0.279682,0.00262117,0.0132311,0.010489,0.0023025,0.00413647
current_day_pillar_earthly_cos,-0.00439437,-0.044987,0.032779,0.00196155,0.0151174,0.000803262,-0.00496549,0.00154859,-0.00439437,-0.0409965,0.00745649,0.0144803,,,,,,,,,0.00456348,0.00259447,-0.00198583,-0.00621507,0.00290741,-0.00746087,0.00911889,-0.00260875,0.00957611,,-0.00679713,0.00469805,0.00857814,-0.00423578,-0.00175932,0.00440393,-0.00323853,0.00245346,0.00118289,-0.00268364,-0.437247,-0.000192014,0.00665216,0.00189271,1,-0.00360975,0.376902,0.000192014,-0.00665216,-0.00798855,-0.866091,0.00186099,0.00195762,-0.00440393,0.00323853,-0.00281092,-0.00373672,0.0161954,-0.0062754,0.00462477,0.00770154,-0.0161163,-0.00234111,0.000203106,0.00949974,0.00445202,0.0111139,0.0138078,-0.00567036,-0.00414233,0.0107743,-0.00445202,-0.0111139,-0.0116748,0.0046148,0.00373324,-0.0280823,-0.00462477,-0.00770154,0.0132461,0.00523485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00244155,0.269104,-0.00124032,0.0045941,-0.0144379,0.0143781,-0.00039876,-0.120654,-0.000251676,-0.0135143,0.0191638,-0.0131267,0.00180589,0.325008,-0.00140468,0.00125195,-0.00862655,-0.0105209,0.000367973,-0.331316,0.00237849,0.0156509,-0.00857745,-0.00656772,-0.00184065,0.131552,-0.000176217,-0.00502236,0.0120824,-0.0142555,-0.000481963,-0.215495,0.000112372,-0.00894799,0.013228,0.0069681,-0.00868833
current_day_pillar_minus_heavenly,0.0799497,-0.15677,0.995178,0.0277861,0.00241428,0.00207796,-0.0052712,-0.0041053,0.0799497,0.101005,-0.0150079,0.00220748,,,,,,,,,0.00135611,-0.00939702,0.00100794,-0.00132425,-0.000962495,0.0128728,0.00188659,0.0155942,0.0218489,,0.0104894,0.000523218,-0.00193384,0.0801733,0.00133296,-0.0572907,0.0602804,-0.00265204,-0.000971439,-0.157468,0.00592121,0.662151,-0.0286497,0.00896867,-0.00360975,1,0.00551862,-0.662151,0.0286497,-0.018078,-0.00350888,0.0281503,-0.00149239,0.0572907,-0.0602804,0.00359359,0.000771773,0.00280429,-0.00324432,-0.00929373,0.00155336,-0.00325697,-0.00416256,0.00246983,-0.00267076,-0.00121355,0.00369785,0.00161941,0.00260459,-0.00448392,0.00106268,0.00121355,-0.00369785,-0.00385062,-0.00425639,-0.0032992,-0.00809445,0.00929373,-0.00155336,0.00742509,0.00302717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00182542,-0.00901115,0.000611118,0.00606279,0.00207684,0.0136614,-0.000596303,0.0137494,0.00119306,-0.00412892,-0.00314264,-0.0105153,-0.00137377,-0.0117031,0.000629246,-0.00275979,-0.000900852,0.00800142,0.000326369,-0.0136448,-0.000778008,0.00367091,-0.00376446,0.0116152,0.00117419,0.00779398,-0.000673909,-0.00721772,0.000441302,-0.0175955,-3.38798e-05,0.0147205,0.000958499,0.00332615,0.00129942,-0.00687466,0.00256056
current_day_pillar_minus_earthly,-0.00346396,0.0102314,0.0997568,0.00059627,0.0141653,0.0161978,-0.00133308,0.00606003,-0.00346396,-0.0172664,0.000317006,0.0220059,,,,,,,,,-0.0127004,-0.000203715,-0.00224889,-0.00203464,-0.0126195,-0.00653668,0.0379878,-0.0106055,0.0217272,,-0.00118933,-0.0127249,-0.0118,-0.00334515,-0.00136154,0.00228677,8.55026e-05,0.00150415,0.000559596,0.00433304,-0.000969255,0.0125139,0.00440477,0.313083,0.376902,0.00551862,1,-0.0125139,-0.00440477,-0.359067,-0.434662,0.000497808,0.00170165,-0.00228677,-8.55026e-05,-0.00429919,-0.000456961,0.0143495,-0.00211647,-0.00014651,0.018956,0.00145183,-0.0137455,0.0148996,-0.000895766,-0.0162205,0.00673667,0.00340255,0.0103662,0.000106385,0.008357,0.0162205,-0.00673667,-0.00371801,-0.01163,0.00834812,-0.0241696,0.00014651,-0.018956,0.00693556,0.0155571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018871,0.20956,-0.00142869,0.00501963,-0.0011381,0.0133073,-0.00146739,0.123286,-0.0012737,-0.00997824,0.00270018,-0.0140159,0.00158863,0.24793,-0.0018615,-0.0012041,0.00443769,-0.00344286,0.00136253,-0.280374,0.000490105,0.0103039,-0.00494553,-0.00862118,-0.00161988,-0.0426854,0.0011944,-0.0112788,0.002508,-0.00758308,-0.00107941,-0.0230899,1.04972e-05,-0.00109089,-0.00102241,0.0042396,-0.00217295
