,Close_x,High_x,Low_x,Open_x,Volume_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_hour_pillar_heavenly,0.0436061,0.0447584,0.044994,0.0427419,0.00391788,1,-0.517188,-0.496021,-0.0743102,0.0394327,-0.0295013,0.0129164,-0.0157076,0.105997,-0.51598,0.0248031,-0.0261221,,,,,,,,,0.0111975,0.0200994,-0.00553936,,0.0103932,0.0218406,0.0197244,0.0196568,1,,-0.054193,0.0534369,,,-0.519319,0.00160446,0.0127534,-0.0127571,-0.0320893,0.00672763,-0.500989,3.55108e-05,-0.0127534,0.0127571,0.0439817,-0.00869712,-0.0812305,0.0342275,0.054193,-0.0534369,-0.0342275,-0.0342275,0.0429492,-0.0210475,-0.0291918,-0.033113,-0.00483562,-0.00153731,-0.0295013,0.00408569,-0.013442,-0.0251705,-0.0296392,-0.0127235,0.0129164,-0.0129164,0.013442,0.0251705,0.0345106,0.00853745,-0.0142784,0.0126668,0.0291918,0.033113,-0.00649008,0.0148816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0159324,0.0342275,0.0117257,0.0344453,-0.0147612,,-0.00277656,0.0342275,0.00205994,-0.0303795,0.00922598,,-0.0224778,-0.0342275,-0.0040069,0.0344453,-0.0138314,,-0.00213823,0.0342275,0.00818196,0.0303795,-0.0280904,,0.0320539,0.0342275,0.00724125,-0.0344453,0.0221397,,2.54323e-05,-0.0342275,-0.0193297,-0.0303795,0.0111052,0.0421666
current_hour_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_hour_pillar_heavenly_sin,-0.0371672,-0.0454644,-0.0318089,-0.0443182,-0.0566062,-0.054193,0.280499,0.308638,0.980887,-0.0154345,0.0229023,-0.0210515,0.0106919,0.299827,0.280813,0.0591592,0.0390861,,,,,,,,,-0.00461732,-0.0210682,-0.0157584,,-0.03157,-0.0216285,-0.0223411,-0.0219868,-0.054193,,1,-0.00958745,,,0.282461,-0.00669599,0.00785769,0.0304014,0.0217122,-0.0110629,0.308273,0.0266608,-0.00785769,-0.0304014,-0.0877537,0.0311697,0.995922,-0.0198776,-1,0.00958745,0.0198776,0.0198776,-0.0156598,0.0183339,0.0179213,0.0158838,-0.0139361,-0.00546603,0.0229023,0.0112193,-0.00282279,0.0248156,0.0246758,0.0177187,-0.0210515,0.0210515,0.00282279,-0.0248156,-0.023437,-0.0188203,0.0108672,-0.0188154,-0.0179213,-0.0158838,0.0293684,-0.000566003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0172651,-0.0198776,0.0202727,-0.0238898,0.0410964,,-0.0164297,-0.0198776,-0.0516372,0.0256375,0.000708776,,0.0256538,0.0198776,0.033185,-0.0238898,0.00465733,,0.0068904,-0.0198776,0.0069318,-0.0256375,0.0242375,,-0.0266491,-0.0198776,-0.0280704,0.0238898,-0.00424861,,-0.0105588,0.0198776,-0.0258817,0.0256375,-0.0328842,-0.030628
current_hour_pillar_heavenly_cos,0.00134782,-0.00526395,0.00915933,0.00284247,-0.0281333,0.0534369,-0.204409,-0.207871,-0.00446048,0.0553474,-0.019397,0.00345937,-0.00448717,0.94686,-0.20402,0.01317,-0.0109048,,,,,,,,,0.0346756,-0.0147048,0.00446543,,-0.0180445,-0.0170297,-0.0142708,-0.013952,0.0534369,,-0.00958745,1,,,-0.204858,-0.0075869,-0.00477684,0.0198384,-0.000101335,0.013749,-0.209901,0.000104994,0.00477684,-0.0198384,0.0403404,0.0394916,-0.00942039,0.0277763,0.00958745,-1,-0.0277763,-0.0277763,0.0545009,0.0103983,-0.0481686,0.00225677,-0.0198578,-0.0345727,-0.019397,0.00925648,-0.0172143,-0.0143764,-0.0190578,-0.00341174,0.00345937,-0.00345937,0.0172143,0.0143764,0.025198,0.000295456,-0.0030486,0.0105476,0.0481686,-0.00225677,0.0246722,0.0368512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0199841,0.0277763,-0.00608689,0.0256478,-0.0194037,,-0.00112243,0.0277763,-0.00763502,-0.0199107,0.0223153,,0.00982,-0.0277763,-0.00792868,0.0256478,0.0015807,,0.0103707,0.0277763,0.0239278,0.0199107,-0.04585,,-0.0047126,0.0277763,-0.00269285,-0.0256478,0.00205072,,-0.0144502,-0.0277763,-0.0103387,-0.0199107,0.0356273,-0.00161815
current_hour_pillar_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_hour_pillar_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_day_pillar_heavenly,-0.0222886,-0.0300976,-0.0220279,-0.0262455,-0.0200697,-0.519319,0.99514,-0.165257,0.264084,-0.0630299,0.0163271,-0.0132504,0.0378092,-0.130602,0.995158,0.0718935,0.0185266,,,,,,,,,-0.0158339,-0.00720374,0.0260711,,-0.0376886,-0.018601,-0.00532435,-0.00490266,-0.519319,,0.282461,-0.204858,,,1,-0.00455732,-0.663615,0.0419758,0.0166343,-0.0285364,-0.162526,-0.020523,0.663615,-0.0419758,-0.00995004,0.0045178,0.274661,-0.0423086,-0.282461,0.204858,0.0423086,0.0423086,-0.0602765,-0.0536887,0.0795441,-0.0352214,0.0616608,0.0453298,0.0163271,0.00570444,0.0284853,0.0197252,0.0213687,-0.00540555,-0.0132504,0.0132504,-0.0284853,-0.0197252,-0.0291677,-0.01451,0.0373279,0.042908,-0.0795441,0.0352214,-0.0528942,-0.0460312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184862,-0.0423086,0.0415194,-0.0382386,-0.00269436,,-0.0234451,-0.0423086,-0.00263922,0.0286243,0.00415535,,0.0332454,0.0423086,0.0759111,-0.0382386,-0.0257128,,0.0247619,-0.0423086,-0.0081113,-0.0286243,0.0287782,,-0.0431523,-0.0423086,-0.0599403,0.0382386,0.0259896,,-0.0154574,0.0423086,0.0036301,0.0286243,-0.0176819,-0.0210775
current_day_pillar_earthly,-0.00317799,-0.000197972,0.00720931,0.00675554,-0.0840524,0.00160446,0.0901158,0.0238577,-0.0137016,-0.0030857,-0.00664661,-0.012674,-0.0100669,-0.0076402,0.0185226,0.0375273,0.0246381,,,,,,,,,0.00900954,-0.00500875,0.0258295,,-0.0305078,-0.0141432,-0.00288419,-0.00247139,0.00160446,,-0.00669599,-0.0075869,,,-0.00455732,1,0.0019086,-0.0130892,-0.34556,-0.45207,0.0155202,0.0209712,-0.0019086,0.0130892,0.278555,0.403135,-0.00917126,-0.0265527,0.00669599,0.0075869,0.0265527,0.0265527,-0.00081941,0.0126385,-0.0612566,-0.085228,0.0513663,-0.0535179,-0.00664661,0.0212637,0.0240782,0.00643019,0.00220823,-0.0188982,-0.012674,0.012674,-0.0240782,-0.00643019,-0.00674502,-0.0202164,-0.00507609,0.0156942,0.0612566,0.085228,-0.0608016,0.0452617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.361985,-0.0265527,0.0656423,-0.0217315,-0.0448142,,0.281604,-0.0265527,-0.0361465,0.0133005,-0.0143294,,-0.417153,0.0265527,0.0754555,-0.0217315,-0.0213001,,-0.268375,-0.0265527,0.0686503,-0.0133005,-0.0162907,,0.278519,-0.0265527,-0.0930392,0.0217315,0.00740325,,0.295977,0.0265527,-0.0270542,0.0133005,0.00544573,-0.00320333
current_day_pillar_heavenly_sin,0.0289763,0.0308248,0.0234291,0.0237709,0.0539397,0.0127534,-0.659418,0.663778,0.00900201,0.0605412,0.00292739,-0.0199332,-0.054721,-0.00072298,-0.660145,-0.1391,0.0214299,,,,,,,,,0.0253964,-0.00846697,-0.0364517,,0.0454986,0.00349422,-0.0113996,-0.011915,0.0127534,,0.00785769,-0.00477684,,,-0.663615,0.0019086,1,0.00869231,0.0110171,0.0213694,0.662306,0.0578011,-1,-0.00869231,-0.0632242,0.0146423,0.00678494,0.0131471,-0.00785769,0.00477684,-0.0131471,-0.0131471,0.0552144,0.0925642,-0.104167,0.0681952,-0.0940823,-0.0841249,0.00292739,0.0239421,-0.0265686,0.0108684,0.00498103,0.0177648,-0.0199332,0.0199332,0.0265686,-0.0108684,0.00454908,-0.0208897,-0.0517435,-0.0825786,0.104167,-0.0681952,0.0767369,0.0690993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00314507,0.0131471,-0.0448868,0.00540559,0.0109622,,0.0109208,0.0131471,0.0141755,0.00443084,-0.0161738,,-0.01082,-0.0131471,-0.0818067,0.00540559,0.0716705,,-0.0153513,0.0131471,0.0423029,-0.00443084,-0.0285589,,0.0144289,0.0131471,0.0477274,-0.00540559,-0.0730281,,0.00427057,-0.0131471,-0.00319275,0.00443084,0.0204714,0.0315181
current_day_pillar_heavenly_cos,0.00748959,0.011428,0.00598802,0.00652104,0.069709,-0.0127571,0.0406319,-0.0151043,0.0315253,0.120129,0.00708275,0.00677819,-0.137762,0.027751,0.0432049,0.165645,-0.0163263,,,,,,,,,-0.00229921,-0.00766488,0.0959956,,0.0202931,0.00227429,-0.000170022,-0.000435952,-0.0127571,,0.0304014,0.0198384,,,0.0419758,-0.0130892,0.00869231,1,-0.000119945,-0.00158023,-0.016979,0.00903714,-0.00869231,-1,-0.0249291,-0.0344302,0.0299697,0.0109012,-0.0304014,-0.0198384,-0.0109012,-0.0109012,0.123793,0.00074694,-0.121172,-0.0527381,0.0367559,-0.0407886,0.00708275,-0.0138771,-0.0112278,-0.00135186,0.00187147,0.0116038,0.00677819,-0.00677819,0.0112278,0.00135186,-0.000226974,0.0116935,-0.140054,-0.0419509,0.121172,0.0527381,0.00313136,0.0763943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0281301,0.0109012,-0.021448,0.00843105,-0.00118948,,0.00994015,0.0109012,0.0056554,-0.00445074,0.00461232,,-0.0159046,-0.0109012,0.00961059,0.00843105,0.0175412,,-0.00122516,0.0109012,-0.000480759,0.00445074,-0.0522758,,0.0070028,0.0109012,-0.044697,-0.00843105,0.0359169,,0.0219942,-0.0109012,0.0271197,-0.00445074,0.0174937,0.0246484
current_day_pillar_earthly_sin,0.0057353,0.0120306,0.00976919,0.0163385,0.0984492,-0.0320893,-0.0100667,0.0391252,0.0280988,0.00666209,-0.0292674,0.0349112,0.0122193,0.00311329,0.0145261,-0.0167985,-0.0608369,,,,,,,,,0.0231316,-0.0103049,-0.0235833,,0.018247,-0.0035852,-0.012179,-0.0123558,-0.0320893,,0.0217122,-0.000101335,,,0.0166343,-0.34556,0.0110171,-0.000119945,1,0.00285723,0.0150962,0.314473,-0.0110171,0.000119945,-0.863746,-0.0346282,0.0245133,0.0221617,-0.0217122,0.000101335,-0.0221617,-0.0221617,0.0116073,0.00322977,0.00614686,0.00674915,-0.00776471,0.0300981,-0.0292674,-0.0247922,0.0115376,-0.0357171,-0.0329867,-0.0273333,0.0349112,-0.0349112,-0.0115376,0.0357171,0.0282287,0.0330905,0.00643337,0.0424172,-0.00614686,-0.00674915,-0.00628624,-0.0329937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133413,0.0221617,0.0127035,0.0297023,0.0253098,,0.327353,0.0221617,0.0384425,-0.0348944,0.0434237,,0.217946,-0.0221617,-0.00230426,0.0297023,-0.01694,,-0.12348,0.0221617,-0.019695,0.0348944,0.0211501,,-0.325773,0.0221617,0.0208625,-0.0297023,0.0154053,,0.266348,-0.0221617,0.00168345,-0.0348944,-0.00479885,-0.00529487
current_day_pillar_earthly_cos,-0.000301791,-0.00627174,-0.0113841,-0.0138259,-0.076666,0.00672763,-0.0721054,0.0339279,-0.00845999,0.0247447,0.0358751,-0.0129413,0.0250448,0.00892033,-0.0789967,-0.0717585,-0.000386956,,,,,,,,,-0.0112437,-0.00871431,-0.0412212,,-0.00870665,-0.0127275,-0.0118738,-0.0118162,0.00672763,,-0.0110629,0.013749,,,-0.0285364,-0.45207,0.0213694,-0.00158023,0.00285723,1,0.0013869,0.341819,-0.0213694,0.00158023,0.046005,-0.868262,-0.00936113,0.00453789,0.0110629,-0.013749,-0.00453789,-0.00453789,0.0256398,-0.0107301,0.0189746,-0.00829304,0.0338501,0.00522184,0.0358751,-0.00857871,-0.0304887,0.0242044,0.0284802,0.0431719,-0.0129413,0.0129413,0.0304887,-0.0242044,-0.0217346,-0.00195738,0.0285747,-0.0145688,-0.0189746,0.00829304,-0.0286726,0.0120044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.339576,0.00453789,-0.0129028,-0.00592754,0.057707,,-0.143064,0.00453789,0.012338,0.0175637,-0.0611115,,0.288359,-0.00453789,-0.0131768,-0.00592754,0.0418004,,-0.315796,0.00453789,-0.0332623,-0.0175637,0.028982,,0.112955,0.00453789,0.0232665,0.00592754,-0.0109917,,-0.235665,-0.00453789,0.0156326,0.0175637,-0.0612382,0.00510903
current_day_pillar_minus_heavenly,-0.0339444,-0.0344497,-0.0354416,-0.038147,-0.0047722,-0.500989,-0.160105,0.995066,0.295169,-0.0113401,0.0289711,-0.014827,-0.00322698,-0.126023,-0.162788,-0.10308,0.0324598,,,,,,,,,-0.00852772,-0.0158984,-0.0352436,,0.0162657,-0.00667756,-0.018627,-0.0188887,-0.500989,,0.308273,-0.209901,,,-0.162526,0.0155202,0.662306,-0.016979,0.0150962,0.0013869,1,0.0203627,-0.662306,0.016979,-0.080913,0.0202759,0.299903,-0.0071666,-0.308273,0.209901,0.0071666,0.0071666,-0.0177163,0.0758028,-0.00856969,0.0680535,-0.0607456,-0.0339278,0.0289711,-0.00121509,-0.0157413,0.023073,0.0256753,0.0296119,-0.014827,0.014827,0.0157413,-0.023073,-0.0221621,-0.00793355,-0.00265337,-0.0696135,0.00856969,-0.0680535,0.061359,0.0104723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00522292,-0.0071666,-0.0395596,-0.0139957,0.0480921,,0.013743,-0.0071666,-0.0179863,0.0203176,-0.0243172,,-0.00264968,0.0071666,-0.0641906,-0.0139957,0.0389299,,-0.0221871,-0.0071666,-0.00622629,-0.0203176,0.0328411,,-0.00114593,-0.0071666,0.0550734,0.0139957,-0.0495485,,0.0149386,0.0071666,-0.00182246,0.0203176,-0.0293838,-0.0279003
current_day_pillar_minus_earthly,0.0176901,0.020392,0.0131945,0.0168608,0.00694582,3.55108e-05,-0.0118795,0.115513,0.0294917,-0.0250721,0.00114124,0.0024803,0.017868,0.00681062,-0.0423193,-0.0998319,-0.0322643,,,,,,,,,-1.01668e-05,0.00185844,-0.0190341,,-0.00208046,-0.00306966,0.000412517,0.000439583,3.55108e-05,,0.0266608,0.000104994,,,-0.020523,0.0209712,0.0578011,0.00903714,0.314473,0.341819,0.0203627,1,-0.0578011,-0.00903714,-0.344844,-0.406807,0.0291563,0.00385891,-0.0266608,-0.000104994,-0.00385891,-0.00385891,-0.0242514,0.0230308,-0.000804724,0.00494009,0.00937622,0.00687652,0.00114124,-0.00404807,-0.00322792,-0.00119486,-0.000348135,0.00270883,0.0024803,-0.0024803,0.00322792,0.00119486,0.000838488,0.00374975,0.0166571,0.0436507,0.000804724,-0.00494009,-0.0264393,-0.0326674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191209,0.00385891,0.0360105,0.00325745,0.0292504,,0.167487,0.00385891,0.0134833,-0.00213708,-0.0271365,,0.156627,-0.00385891,0.015285,0.00325745,0.00143625,,-0.316316,0.00385891,-0.0117774,0.00213708,0.0375213,,-0.00454338,0.00385891,0.00885404,-0.00325745,-0.0197584,,0.0235563,-0.00385891,-0.012905,-0.00213708,-0.0499993,0.0142757
current_day_pillar_minus_heavenly_sin,-0.0289763,-0.0308248,-0.0234291,-0.0237709,-0.0539397,-0.0127534,0.659418,-0.663778,-0.00900201,-0.0605412,-0.00292739,0.0199332,0.054721,0.00072298,0.660145,0.1391,-0.0214299,,,,,,,,,-0.0253964,0.00846697,0.0364517,,-0.0454986,-0.00349422,0.0113996,0.011915,-0.0127534,,-0.00785769,0.00477684,,,0.663615,-0.0019086,-1,-0.00869231,-0.0110171,-0.0213694,-0.662306,-0.0578011,1,0.00869231,0.0632242,-0.0146423,-0.00678494,-0.0131471,0.00785769,-0.00477684,0.0131471,0.0131471,-0.0552144,-0.0925642,0.104167,-0.0681952,0.0940823,0.0841249,-0.00292739,-0.0239421,0.0265686,-0.0108684,-0.00498103,-0.0177648,0.0199332,-0.0199332,-0.0265686,0.0108684,-0.00454908,0.0208897,0.0517435,0.0825786,-0.104167,0.0681952,-0.0767369,-0.0690993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00314507,-0.0131471,0.0448868,-0.00540559,-0.0109622,,-0.0109208,-0.0131471,-0.0141755,-0.00443084,0.0161738,,0.01082,0.0131471,0.0818067,-0.00540559,-0.0716705,,0.0153513,-0.0131471,-0.0423029,0.00443084,0.0285589,,-0.0144289,-0.0131471,-0.0477274,0.00540559,0.0730281,,-0.00427057,0.0131471,0.00319275,-0.00443084,-0.0204714,-0.0315181
current_day_pillar_minus_heavenly_cos,-0.00748959,-0.011428,-0.00598802,-0.00652104,-0.069709,0.0127571,-0.0406319,0.0151043,-0.0315253,-0.120129,-0.00708275,-0.00677819,0.137762,-0.027751,-0.0432049,-0.165645,0.0163263,,,,,,,,,0.00229921,0.00766488,-0.0959956,,-0.0202931,-0.00227429,0.000170022,0.000435952,0.0127571,,-0.0304014,-0.0198384,,,-0.0419758,0.0130892,-0.00869231,-1,0.000119945,0.00158023,0.016979,-0.00903714,0.00869231,1,0.0249291,0.0344302,-0.0299697,-0.0109012,0.0304014,0.0198384,0.0109012,0.0109012,-0.123793,-0.00074694,0.121172,0.0527381,-0.0367559,0.0407886,-0.00708275,0.0138771,0.0112278,0.00135186,-0.00187147,-0.0116038,-0.00677819,0.00677819,-0.0112278,-0.00135186,0.000226974,-0.0116935,0.140054,0.0419509,-0.121172,-0.0527381,-0.00313136,-0.0763943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0281301,-0.0109012,0.021448,-0.00843105,0.00118948,,-0.00994015,-0.0109012,-0.0056554,0.00445074,-0.00461232,,0.0159046,0.0109012,-0.00961059,-0.00843105,-0.0175412,,0.00122516,-0.0109012,0.000480759,-0.00445074,0.0522758,,-0.0070028,-0.0109012,0.044697,0.00843105,-0.0359169,,-0.0219942,0.0109012,-0.0271197,0.00445074,-0.0174937,-0.0246484
current_day_pillar_minus_earthly_sin,-0.00564822,-0.0121543,-0.012863,-0.0198281,-0.0899608,0.0439817,0.0111797,-0.106623,-0.0914827,-0.00642934,0.0376467,-0.0318463,0.0113647,0.015405,-0.0105028,-0.00075389,0.038709,,,,,,,,,-0.00916841,-0.0063941,0.023287,,-0.00177966,-0.00870351,-0.00456679,-0.00458,0.0439817,,-0.0877537,0.0403404,,,-0.00995004,0.278555,-0.0632242,-0.0249291,-0.863746,0.046005,-0.080913,-0.344844,0.0632242,0.0249291,1,-0.0123022,-0.0908572,-0.0096229,0.0877537,-0.0403404,0.0096229,0.0096229,-0.0107841,-0.0350799,-0.00562165,-0.00844237,0.0198047,-0.0257132,0.0376467,0.0148419,-0.0272494,0.0368459,0.0364523,0.0424976,-0.0318463,0.0318463,0.0272494,-0.0368459,-0.0284726,-0.025113,0.0179012,-0.0300639,0.00562165,0.00844237,-0.00779164,0.0375862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0950769,-0.0096229,-0.00619652,-0.0210273,-0.044409,,-0.298312,-0.0096229,-0.043585,0.031879,-0.018484,,-0.165193,0.0096229,0.0183463,-0.0210273,-0.0107809,,0.0969016,-0.0096229,0.0310586,-0.031879,-0.0365934,,0.27616,-0.0096229,-0.0359874,0.0210273,0.0163521,,-0.241721,0.0096229,-0.00901368,0.031879,0.0225265,0.00122901
current_day_pillar_minus_earthly_cos,-0.0103023,-0.00668983,-0.00363188,-0.00117023,0.0295618,-0.00869712,0.043254,-0.018509,0.0271028,-0.000989075,-0.0309683,0.0226481,-0.0501539,0.0480422,0.0478033,0.121639,0.0132918,,,,,,,,,0.0146285,-0.0108303,0.0430194,,-0.0219541,-0.00693697,-0.00753411,-0.00721922,-0.00869712,,0.0311697,0.0394916,,,0.0045178,0.403135,0.0146423,-0.0344302,-0.0346282,-0.868262,0.0202759,-0.406807,-0.0146423,0.0344302,-0.0123022,1,0.0287646,-0.00760373,-0.0311697,-0.0394916,0.00760373,0.00760373,-0.00226633,0.00959189,-0.0346825,-0.00430102,-0.0212021,-0.0161971,-0.0309683,-0.00757643,0.0366795,-0.0267343,-0.0268098,-0.0433948,0.0226481,-0.0226481,-0.0366795,0.0267343,0.0167158,0.0147508,-0.0537862,0.00353066,0.0346825,0.00430102,0.0246694,-3.3432e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.296605,-0.00760373,0.028478,0.00466524,-0.0910242,,0.116748,-0.00760373,-0.00774396,-0.0185934,0.0769018,,-0.256102,0.00760373,0.00830086,0.00466524,-0.056161,,0.276275,-0.00760373,0.0558281,0.0185934,-0.0591319,,-0.0872431,-0.00760373,-0.0344885,-0.00466524,0.0346527,,0.193295,0.00760373,-0.0319407,-0.0185934,0.0927747,-0.010691
