,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus
990,2023-12-12 14:00:00+08:00,188.591,190.931,187.994,190.045,6004,HSI,^HSI,17814680369413982376,2025-06-02 09:22:10.700305+08:00,辛未,己未,甲寅,丙寅,甲子,戊午,癸亥,己巳,戊戌,己午,己子,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
991,2023-12-12 15:00:00+08:00,161.669,169.233,158.944,165.091,6417,HSI,^HSI,12063381081419260335,2025-06-02 09:22:10.700305+08:00,壬申,己未,甲寅,丁卯,甲子,戊午,癸亥,己巳,壬申,己未,己子,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1009,2023-12-13 09:00:00+08:00,146.755,156.224,138.452,148.59,6009,HSI,^HSI,15219965545842938567,2025-06-02 09:22:10.700305+08:00,辛巳,乙巳,庚子,丙子,甲子,戊午,癸亥,己巳,辛巳,乙午,己子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1010,2023-12-13 10:00:00+08:00,172.577,180.83,171.194,173.833,6423,HSI,^HSI,14673095637896922185,2025-06-02 09:22:10.700305+08:00,辛巳,乙巳,庚子,丙子,甲子,戊午,癸亥,己巳,戊申,乙午,己子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1011,2023-12-13 11:00:00+08:00,129.154,131.571,125.285,125.316,4580,HSI,^HSI,834742462919294742,2025-06-02 09:22:10.700305+08:00,壬午,庚申,乙卯,丁丑,甲子,戊午,癸亥,己巳,壬午,乙未,己子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1013,2023-12-13 13:00:00+08:00,190.056,192.177,184.347,186.961,3209,HSI,^HSI,611580172252627991,2025-06-02 09:22:10.700305+08:00,癸未,庚申,乙卯,戊寅,甲子,戊午,癸亥,己巳,癸未,庚未,己子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1014,2023-12-13 14:00:00+08:00,168.421,170.604,159.061,165.294,9662,HSI,^HSI,13353035869526064744,2025-06-02 09:22:10.700305+08:00,癸未,庚申,乙卯,戊寅,甲子,戊午,癸亥,己巳,庚戌,庚未,己子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1015,2023-12-13 15:00:00+08:00,121.407,124.686,119.667,124.681,5114,HSI,^HSI,4552389598406142612,2025-06-02 09:22:10.700305+08:00,甲申,庚申,乙卯,己卯,甲子,戊午,癸亥,己巳,甲申,庚申,己子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1033,2023-12-14 09:00:00+08:00,153.593,160.889,145.096,158.457,2492,HSI,^HSI,9697986447085069266,2025-06-02 09:22:10.700305+08:00,癸巳,丙午,辛丑,戊子,甲子,戊午,癸亥,己巳,癸巳,丙未,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1034,2023-12-14 10:00:00+08:00,102.967,105.291,100.004,102.461,4735,HSI,^HSI,9623395570620449006,2025-06-02 09:22:10.700305+08:00,癸巳,丙午,辛丑,戊子,甲子,戊午,癸亥,己巳,庚申,丙未,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1035,2023-12-14 11:00:00+08:00,143.667,153.315,142.768,152.88,7481,HSI,^HSI,5516814879630227548,2025-06-02 09:22:10.700305+08:00,甲午,辛酉,丙辰,己丑,甲子,戊午,癸亥,己巳,甲午,丙申,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1037,2023-12-14 13:00:00+08:00,177.777,177.992,169.727,174.461,9781,HSI,^HSI,15245224172413586283,2025-06-02 09:22:10.700305+08:00,乙未,辛酉,丙辰,庚寅,甲子,戊午,癸亥,己巳,乙未,辛申,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1038,2023-12-14 14:00:00+08:00,154.63,161.675,150.866,156.892,2424,HSI,^HSI,7627860297164869228,2025-06-02 09:22:10.700305+08:00,乙未,辛酉,丙辰,庚寅,甲子,戊午,癸亥,己巳,壬戌,辛申,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1039,2023-12-14 15:00:00+08:00,108.773,115.329,101.45,110.121,2275,HSI,^HSI,3889128598107687556,2025-06-02 09:22:10.700305+08:00,丙申,辛酉,丙辰,辛卯,甲子,戊午,癸亥,己巳,丙申,辛酉,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1057,2023-12-15 09:00:00+08:00,183.89,186.872,175.839,182.066,6521,HSI,^HSI,12129594838383788610,2025-06-02 09:22:10.700305+08:00,乙巳,丁未,壬寅,庚子,甲子,戊午,癸亥,己巳,乙巳,丁申,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1058,2023-12-15 10:00:00+08:00,168.973,172.581,162.212,169.06,9499,HSI,^HSI,18128879589799410634,2025-06-02 09:22:10.700305+08:00,乙巳,丁未,壬寅,庚子,甲子,戊午,癸亥,己巳,壬申,丁申,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1059,2023-12-15 11:00:00+08:00,102.909,110.045,98.2852,108.51,6829,HSI,^HSI,14916148980850266482,2025-06-02 09:22:10.700305+08:00,丙午,壬戌,丁巳,辛丑,甲子,戊午,癸亥,己巳,丙午,丁酉,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1061,2023-12-15 13:00:00+08:00,139.95,145.143,133.997,135.911,6485,HSI,^HSI,13520580875490327469,2025-06-02 09:22:10.700305+08:00,丁未,壬戌,丁巳,壬寅,甲子,戊午,癸亥,己巳,丁未,壬酉,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1062,2023-12-15 14:00:00+08:00,140.53,146.673,136.379,145.494,7866,HSI,^HSI,18316960837352282053,2025-06-02 09:22:10.700305+08:00,丁未,壬戌,丁巳,壬寅,甲子,戊午,癸亥,己巳,甲戌,壬酉,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1063,2023-12-15 15:00:00+08:00,103.462,104.456,99.6544,100.772,9200,HSI,^HSI,5702800862051911274,2025-06-02 09:22:10.700305+08:00,戊申,壬戌,丁巳,癸卯,甲子,戊午,癸亥,己巳,戊申,壬戌,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1129,2023-12-18 09:00:00+08:00,103.634,105.851,95.8028,104.685,1667,HSI,^HSI,2891005222068704344,2025-06-02 09:22:10.700305+08:00,辛巳,庚戌,乙巳,丙子,甲子,戊午,癸亥,己巳,辛巳,庚亥,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1130,2023-12-18 10:00:00+08:00,148.543,149.674,141.164,143.695,6410,HSI,^HSI,7474061389856572065,2025-06-02 09:22:10.700305+08:00,辛巳,庚戌,乙巳,丙子,甲子,戊午,癸亥,己巳,戊申,庚亥,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1131,2023-12-18 11:00:00+08:00,144.733,146.088,141.187,142.705,9406,HSI,^HSI,11410665906166432396,2025-06-02 09:22:10.700305+08:00,壬午,乙丑,庚申,丁丑,甲子,戊午,癸亥,己巳,壬午,庚子,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1133,2023-12-18 13:00:00+08:00,112.927,117.649,106.068,109.355,1007,HSI,^HSI,10237510687899866105,2025-06-02 09:22:10.700305+08:00,癸未,乙丑,庚申,戊寅,甲子,戊午,癸亥,己巳,癸未,乙子,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1134,2023-12-18 14:00:00+08:00,141.609,150.464,138.877,145.396,1049,HSI,^HSI,468725229572553534,2025-06-02 09:22:10.700305+08:00,癸未,乙丑,庚申,戊寅,甲子,戊午,癸亥,己巳,庚戌,乙子,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1135,2023-12-18 15:00:00+08:00,149.881,155.311,141.18,150.411,5493,HSI,^HSI,15942549236332402439,2025-06-02 09:22:10.700305+08:00,甲申,乙丑,庚申,己卯,甲子,戊午,癸亥,己巳,甲申,乙丑,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1153,2023-12-19 09:00:00+08:00,166.594,174.43,165.327,172.481,3688,HSI,^HSI,5809029718791739479,2025-06-02 09:22:10.700305+08:00,癸巳,辛亥,丙午,戊子,甲子,戊午,癸亥,己巳,癸巳,辛子,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1154,2023-12-19 10:00:00+08:00,124.83,131.019,124.119,128.276,1252,HSI,^HSI,7607390089920811164,2025-06-02 09:22:10.700305+08:00,癸巳,辛亥,丙午,戊子,甲子,戊午,癸亥,己巳,庚申,辛子,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1155,2023-12-19 11:00:00+08:00,157.968,162.918,154.795,156.328,3234,HSI,^HSI,17569883554196444551,2025-06-02 09:22:10.700305+08:00,甲午,丙寅,辛酉,己丑,甲子,戊午,癸亥,己巳,甲午,辛丑,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1157,2023-12-19 13:00:00+08:00,133.516,137.043,125.299,126.41,2319,HSI,^HSI,17715259624454053277,2025-06-02 09:22:10.700305+08:00,乙未,丙寅,辛酉,庚寅,甲子,戊午,癸亥,己巳,乙未,丙丑,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1158,2023-12-19 14:00:00+08:00,184.778,190.173,184.418,188.072,4171,HSI,^HSI,7148256414488605180,2025-06-02 09:22:10.700305+08:00,乙未,丙寅,辛酉,庚寅,甲子,戊午,癸亥,己巳,壬戌,丙丑,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1159,2023-12-19 15:00:00+08:00,135.54,145.097,127.005,139.645,4491,HSI,^HSI,6994877229896272451,2025-06-02 09:22:10.700305+08:00,丙申,丙寅,辛酉,辛卯,甲子,戊午,癸亥,己巳,丙申,丙寅,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1177,2023-12-20 09:00:00+08:00,158.469,167.904,158.231,162.848,4277,HSI,^HSI,13375110114031461879,2025-06-02 09:22:10.700305+08:00,乙巳,壬子,丁未,庚子,甲子,戊午,癸亥,己巳,乙巳,壬丑,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1178,2023-12-20 10:00:00+08:00,129.86,138.257,125.749,135.68,9498,HSI,^HSI,6672732925552041325,2025-06-02 09:22:10.700305+08:00,乙巳,壬子,丁未,庚子,甲子,戊午,癸亥,己巳,壬申,壬丑,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1179,2023-12-20 11:00:00+08:00,132.078,137.059,131.59,133.502,2107,HSI,^HSI,17407309127473821148,2025-06-02 09:22:10.700305+08:00,丙午,丁卯,壬戌,辛丑,甲子,戊午,癸亥,己巳,丙午,壬寅,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1181,2023-12-20 13:00:00+08:00,100.807,107.491,92.9664,100.039,2070,HSI,^HSI,11182330164297672681,2025-06-02 09:22:10.700305+08:00,丁未,丁卯,壬戌,壬寅,甲子,戊午,癸亥,己巳,丁未,丁寅,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1182,2023-12-20 14:00:00+08:00,194.343,195.887,193.752,194.314,6931,HSI,^HSI,16440494772464841395,2025-06-02 09:22:10.700305+08:00,丁未,丁卯,壬戌,壬寅,甲子,戊午,癸亥,己巳,甲戌,丁寅,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1183,2023-12-20 15:00:00+08:00,139.106,147.349,133.356,136.857,6574,HSI,^HSI,4548400696261042767,2025-06-02 09:22:10.700305+08:00,戊申,丁卯,壬戌,癸卯,甲子,戊午,癸亥,己巳,戊申,丁卯,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1201,2023-12-21 09:00:00+08:00,107.236,109.783,100.886,104.113,8797,HSI,^HSI,6272973559282872130,2025-06-02 09:22:10.700305+08:00,丁巳,癸丑,戊申,壬子,甲子,戊午,癸亥,己巳,丁巳,癸寅,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1202,2023-12-21 10:00:00+08:00,167.814,172.957,166.098,172.292,1112,HSI,^HSI,7873583260294127668,2025-06-02 09:22:10.700305+08:00,丁巳,癸丑,戊申,壬子,甲子,戊午,癸亥,己巳,甲申,癸寅,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1203,2023-12-21 11:00:00+08:00,157.919,158.278,149.157,155.372,4241,HSI,^HSI,442346232015292054,2025-06-02 09:22:10.700305+08:00,戊午,戊辰,癸亥,癸丑,甲子,戊午,癸亥,己巳,戊午,癸卯,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1205,2023-12-21 13:00:00+08:00,195.295,196.913,190.426,192.401,2777,HSI,^HSI,7237895964547932268,2025-06-02 09:22:10.700305+08:00,己未,戊辰,癸亥,甲寅,甲子,戊午,癸亥,己巳,己未,戊卯,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1206,2023-12-21 14:00:00+08:00,117.852,120.978,115.6,119.142,3968,HSI,^HSI,8663817863093533051,2025-06-02 09:22:10.700305+08:00,己未,戊辰,癸亥,甲寅,甲子,戊午,癸亥,己巳,丙戌,戊卯,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1207,2023-12-21 15:00:00+08:00,146.383,147.8,145.413,146.628,1971,HSI,^HSI,209948955698682871,2025-06-02 09:22:10.700305+08:00,庚申,戊辰,癸亥,乙卯,甲子,戊午,癸亥,己巳,庚申,戊辰,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1225,2023-12-22 09:00:00+08:00,107.056,107.585,105.663,106.198,8815,HSI,^HSI,16594377647822396939,2025-06-02 09:22:10.700305+08:00,己巳,甲寅,己酉,甲子,甲子,戊午,癸亥,己巳,己巳,甲卯,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1226,2023-12-22 10:00:00+08:00,148.424,151.364,144.707,149.662,2411,HSI,^HSI,6222676625365436431,2025-06-02 09:22:10.700305+08:00,己巳,甲寅,己酉,甲子,甲子,戊午,癸亥,己巳,丙申,甲卯,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1227,2023-12-22 11:00:00+08:00,180.797,184.816,174.885,181.005,7908,HSI,^HSI,6159126467358694501,2025-06-02 09:22:10.700305+08:00,庚午,己巳,甲子,乙丑,甲子,戊午,癸亥,己巳,庚午,甲辰,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1229,2023-12-22 13:00:00+08:00,112.632,112.961,106.336,111.312,7963,HSI,^HSI,16249680506664368327,2025-06-02 09:22:10.700305+08:00,辛未,己巳,甲子,丙寅,己卯,戊午,癸亥,甲申,辛未,己辰,辛卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1230,2023-12-22 14:00:00+08:00,188.395,192.65,187.402,189.676,2994,HSI,^HSI,8453842692686991886,2025-06-02 09:22:10.700305+08:00,辛未,己巳,甲子,丙寅,己卯,戊午,癸亥,甲申,戊戌,己辰,辛卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1231,2023-12-22 15:00:00+08:00,147.411,148.151,139.661,144.973,8822,HSI,^HSI,416902993046613802,2025-06-02 09:22:10.700305+08:00,壬申,己巳,甲子,丁卯,己卯,戊午,癸亥,甲申,壬申,己巳,辛卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1297,2023-12-25 09:00:00+08:00,186.403,196.098,179.333,183.274,9240,HSI,^HSI,16779481986973376037,2025-06-02 09:22:10.700305+08:00,乙巳,丁巳,壬子,庚子,己卯,戊午,癸亥,甲申,乙巳,丁午,辛卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1298,2023-12-25 10:00:00+08:00,163.222,170.74,155.413,167.487,7615,HSI,^HSI,7985389484391747567,2025-06-02 09:22:10.700305+08:00,乙巳,丁巳,壬子,庚子,己卯,戊午,癸亥,甲申,壬申,丁午,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1299,2023-12-25 11:00:00+08:00,160.826,165.716,156.849,158.59,2073,HSI,^HSI,2988551930008716904,2025-06-02 09:22:10.700305+08:00,丙午,壬申,丁卯,辛丑,己卯,戊午,癸亥,甲申,丙午,丁未,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1301,2023-12-25 13:00:00+08:00,124.222,125.638,117.077,121.732,1566,HSI,^HSI,17661555641070978099,2025-06-02 09:22:10.700305+08:00,丁未,壬申,丁卯,壬寅,己卯,戊午,癸亥,甲申,丁未,壬未,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1302,2023-12-25 14:00:00+08:00,130.323,134.454,125.573,132.99,6767,HSI,^HSI,8752443917268067106,2025-06-02 09:22:10.700305+08:00,丁未,壬申,丁卯,壬寅,己卯,戊午,癸亥,甲申,甲戌,壬未,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1303,2023-12-25 15:00:00+08:00,194.15,197.855,184.184,191.236,5257,HSI,^HSI,14779603372995776898,2025-06-02 09:22:10.700305+08:00,戊申,壬申,丁卯,癸卯,己卯,戊午,癸亥,甲申,戊申,壬申,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1321,2023-12-26 09:00:00+08:00,180.913,182.961,173.224,177.537,1799,HSI,^HSI,16728791640917558689,2025-06-02 09:22:10.700305+08:00,丁巳,戊午,癸丑,壬子,己卯,戊午,癸亥,甲申,丁巳,戊未,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1322,2023-12-26 10:00:00+08:00,152.507,153.188,145.242,146.036,2316,HSI,^HSI,7300455569257313570,2025-06-02 09:22:10.700305+08:00,丁巳,戊午,癸丑,壬子,己卯,戊午,癸亥,甲申,甲申,戊未,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1323,2023-12-26 11:00:00+08:00,171.281,173.422,161.89,165.413,4358,HSI,^HSI,8280940942080388680,2025-06-02 09:22:10.700305+08:00,戊午,癸酉,戊辰,癸丑,己卯,戊午,癸亥,甲申,戊午,戊申,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1325,2023-12-26 13:00:00+08:00,189.225,189.763,179.935,183.468,9509,HSI,^HSI,8182931629695544419,2025-06-02 09:22:10.700305+08:00,己未,癸酉,戊辰,甲寅,己卯,戊午,癸亥,甲申,己未,癸申,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1326,2023-12-26 14:00:00+08:00,106.439,111.43,98.2383,108.304,2009,HSI,^HSI,17100057832396788366,2025-06-02 09:22:10.700305+08:00,己未,癸酉,戊辰,甲寅,己卯,戊午,癸亥,甲申,丙戌,癸申,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1327,2023-12-26 15:00:00+08:00,181.427,190.1,174.375,186.146,8124,HSI,^HSI,7669149839623589964,2025-06-02 09:22:10.700305+08:00,庚申,癸酉,戊辰,乙卯,己卯,戊午,癸亥,甲申,庚申,癸酉,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1345,2023-12-27 09:00:00+08:00,123.142,127.409,116.214,123.702,2337,HSI,^HSI,2162455549174587314,2025-06-02 09:22:10.700305+08:00,己巳,己未,甲寅,甲子,己卯,戊午,癸亥,甲申,己巳,己申,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1346,2023-12-27 10:00:00+08:00,142.214,142.656,140.359,141.508,9187,HSI,^HSI,9163430134934664654,2025-06-02 09:22:10.700305+08:00,己巳,己未,甲寅,甲子,己卯,戊午,癸亥,甲申,丙申,己申,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1347,2023-12-27 11:00:00+08:00,162.16,163.447,158.834,162.642,2036,HSI,^HSI,176647941002322783,2025-06-02 09:22:10.700305+08:00,庚午,甲戌,己巳,乙丑,己卯,戊午,癸亥,甲申,庚午,己酉,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1349,2023-12-27 13:00:00+08:00,195.624,197.851,187.147,196.843,1175,HSI,^HSI,2778628438685024412,2025-06-02 09:22:10.700305+08:00,辛未,甲戌,己巳,丙寅,己卯,戊午,癸亥,甲申,辛未,甲酉,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1350,2023-12-27 14:00:00+08:00,105.202,112.692,99.6388,100.208,5098,HSI,^HSI,3780630268479741574,2025-06-02 09:22:10.700305+08:00,辛未,甲戌,己巳,丙寅,己卯,戊午,癸亥,甲申,戊戌,甲酉,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1351,2023-12-27 15:00:00+08:00,184.537,192.883,183.228,183.499,3036,HSI,^HSI,10330600296583609878,2025-06-02 09:22:10.700305+08:00,壬申,甲戌,己巳,丁卯,己卯,戊午,癸亥,甲申,壬申,甲戌,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1369,2023-12-28 09:00:00+08:00,125.422,132.98,119.652,121.813,1719,HSI,^HSI,6452441733127895749,2025-06-02 09:22:10.700305+08:00,辛巳,庚申,乙卯,丙子,己卯,戊午,癸亥,甲申,辛巳,庚酉,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1370,2023-12-28 10:00:00+08:00,186.666,191.487,180.329,182.619,6316,HSI,^HSI,11548573189762129421,2025-06-02 09:22:10.700305+08:00,辛巳,庚申,乙卯,丙子,己卯,戊午,癸亥,甲申,戊申,庚酉,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1371,2023-12-28 11:00:00+08:00,152.169,159.744,148.319,158.561,1139,HSI,^HSI,16195886522358818665,2025-06-02 09:22:10.700305+08:00,壬午,乙亥,庚午,丁丑,己卯,戊午,癸亥,甲申,壬午,庚戌,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1373,2023-12-28 13:00:00+08:00,177.774,179.126,177.07,177.392,7076,HSI,^HSI,12095541282565478399,2025-06-02 09:22:10.700305+08:00,癸未,乙亥,庚午,戊寅,己卯,戊午,癸亥,甲申,癸未,乙戌,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1374,2023-12-28 14:00:00+08:00,175.796,182.222,170.456,170.966,2736,HSI,^HSI,16360979445758146422,2025-06-02 09:22:10.700305+08:00,癸未,乙亥,庚午,戊寅,己卯,戊午,癸亥,甲申,庚戌,乙戌,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1375,2023-12-28 15:00:00+08:00,181.565,186.503,178.789,180.801,4137,HSI,^HSI,8597955802852907629,2025-06-02 09:22:10.700305+08:00,甲申,乙亥,庚午,己卯,己卯,戊午,癸亥,甲申,甲申,乙亥,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1393,2023-12-29 09:00:00+08:00,188.197,188.816,182.656,187.285,2236,HSI,^HSI,1771496456321389334,2025-06-02 09:22:10.700305+08:00,癸巳,辛酉,丙辰,戊子,己卯,戊午,癸亥,甲申,癸巳,辛戌,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1394,2023-12-29 10:00:00+08:00,189.805,196.398,182.829,191.755,5087,HSI,^HSI,3714298123680795081,2025-06-02 09:22:10.700305+08:00,癸巳,辛酉,丙辰,戊子,己卯,戊午,癸亥,甲申,庚申,辛戌,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1395,2023-12-29 11:00:00+08:00,180.285,189.16,174.278,184.263,1675,HSI,^HSI,2026772686644422949,2025-06-02 09:22:10.700305+08:00,甲午,丙子,辛未,己丑,己卯,戊午,癸亥,甲申,甲午,辛亥,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1397,2023-12-29 13:00:00+08:00,176.89,180.095,175.572,178.471,1064,HSI,^HSI,2478492226117709926,2025-06-02 09:22:10.700305+08:00,乙未,丙子,辛未,庚寅,己卯,戊午,癸亥,甲申,乙未,丙亥,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1398,2023-12-29 14:00:00+08:00,112.483,121.638,103.541,114,9400,HSI,^HSI,13355801837079699847,2025-06-02 09:22:10.700305+08:00,乙未,丙子,辛未,庚寅,己卯,戊午,癸亥,甲申,壬戌,丙亥,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1399,2023-12-29 15:00:00+08:00,147.994,148.706,145.894,147.022,2027,HSI,^HSI,17588320493052394019,2025-06-02 09:22:10.700305+08:00,丙申,丙子,辛未,辛卯,己卯,戊午,癸亥,甲申,丙申,丙子,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1465,2024-01-01 09:00:00+08:00,105.064,114.9,104.386,107.616,7925,HSI,^HSI,3188483617868998534,2025-06-02 09:22:10.700305+08:00,己巳,甲子,己未,甲子,己卯,戊午,癸亥,甲申,己巳,甲丑,甲子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
1466,2024-01-01 10:00:00+08:00,184.423,186.389,177.42,181.804,9330,HSI,^HSI,10010999757055610922,2025-06-02 09:22:10.700305+08:00,己巳,甲子,己未,甲子,己卯,戊午,癸亥,甲申,丙申,甲丑,甲子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
