,Open_x,High_x,Low_x,Close_x,Volume_x,Dividends_x,Stock Splits_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
dayofyear,0.574817,0.565066,0.582163,0.573132,0.0620135,,,0.00789509,-0.0058409,-0.0186533,-0.031074,0.0483952,-0.678524,0.615425,0.178185,0.00650254,-0.00664897,-0.119639,-0.602396,,,,,,,,,-0.479246,0.996943,0.0385609,,0.00308535,0.974161,1,0.999914,0.00789509,,0.026581,-0.00152952,,,-0.00532435,-0.00288419,-0.0113996,-0.000170022,-0.012179,-0.0118738,-0.018627,0.000412517,0.0113996,0.000170022,-0.00456679,-0.00753411,0.0276461,-0.333867,-0.026581,0.00152952,0.333867,0.40549,0.0877737,-0.232144,0.0766191,0.083563,-0.261103,0.576791,-0.678524,-0.321604,0.34637,-0.703633,-0.690979,-0.68034,0.615425,-0.615425,-0.34637,0.703633,0.582321,0.519276,0.166,0.216622,-0.0766191,-0.083563,0.224972,-0.486745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186791,-0.333867,0.241286,0.510548,0.0287435,,-0.016603,0.333867,-0.175792,-0.655472,0.0789297,,0.0139986,-0.333867,0.193945,0.510548,0.0784966,,0.0276242,-0.333867,-0.12955,0.655472,0.156147,,-0.0185977,0.333867,0.104305,-0.510548,-0.265047,,-0.0268956,0.333867,-0.282628,-0.655472,0.0397533,0.57174
weekofyear,0.576611,0.566769,0.583948,0.574867,0.062299,,,0.00794919,-0.00537779,-0.0189028,-0.0319076,0.0484161,-0.679587,0.614236,0.17787,0.00631486,-0.00620421,-0.119801,-0.603509,,,,,,,,,-0.476363,0.996825,0.0388775,,-0.00974525,0.974158,0.999914,1,0.00794919,,0.0261047,-0.00157989,,,-0.00490266,-0.00247139,-0.011915,-0.000435952,-0.0123558,-0.0118162,-0.0188887,0.000439583,0.011915,0.000435952,-0.00458,-0.00721922,0.0271647,-0.335925,-0.0261047,0.00157989,0.335925,0.407944,0.087695,-0.231334,0.0764378,0.0836711,-0.262243,0.576527,-0.679587,-0.319296,0.344085,-0.703729,-0.69177,-0.679734,0.614236,-0.614236,-0.344085,0.703729,0.583988,0.517734,0.165718,0.216506,-0.0764378,-0.0836711,0.224859,-0.486324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0183361,-0.335925,0.240794,0.51208,0.0288807,,-0.0163367,0.335925,-0.175817,-0.656188,0.0790739,,0.0134805,-0.335925,0.193705,0.51208,0.0785773,,0.0273132,-0.335925,-0.129656,0.656188,0.15596,,-0.0180942,0.335925,0.104492,-0.51208,-0.264846,,-0.0266117,0.335925,-0.282476,-0.656188,0.0396243,0.573358
current_hour_pillar_heavenly,0.0116695,0.011298,0.0231636,0.0221811,-0.00648168,,,1,0.102936,0.105316,-0.107071,0.00908139,-0.0112164,-0.00468049,0.00658842,0.104508,0.102975,-0.0575826,-0.00169561,,,,,,,,,0.00507225,0.00891654,-0.0125988,,-0.00206848,0.00731301,0.00789509,0.00794919,1,,-0.0776278,0.058709,,,0.100834,0.0269563,0.012246,0.00635502,-0.029765,-0.0193537,0.108475,-0.0261344,-0.012246,-0.00635502,0.0296423,0.028165,-0.105809,-0.0163782,0.0776278,-0.058709,0.0163782,0.0152803,0.00985588,-0.0158254,-0.00474193,-0.0205525,-0.00689348,-0.00977545,-0.0112164,0.0140738,-0.0140672,-0.00471911,-0.00945184,0.000459622,-0.00468049,0.00468049,0.0140672,0.00471911,0.014956,-0.00763749,0.00905496,0.0071796,0.00474193,0.0205525,-0.0057562,0.00608519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0118881,-0.0163782,-0.00818522,0.0136912,0.00675221,,-0.010924,0.0163782,0.000994464,-0.0087942,0.00276429,,-0.00693378,-0.0163782,-0.02338,0.0136912,-0.0147898,,0.00112252,-0.0163782,-0.00626487,0.0087942,-0.00657253,,0.00549184,0.0163782,0.0292596,-0.0136912,0.0198387,,-0.00104715,0.0163782,-0.0111814,-0.0087942,-0.00955381,0.0251627
current_hour_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_hour_pillar_heavenly_sin,0.0342866,0.0400161,0.0203941,0.0293676,0.0625981,,,-0.0776278,-0.106644,-0.127432,0.980914,-0.0271845,-0.00710451,0.0150378,-0.0213009,0.305943,-0.105389,-0.0628665,-0.0252672,,,,,,,,,-0.0167812,0.0258049,0.0101461,,0.0363055,0.0276361,0.026581,0.0261047,-0.0776278,,1,0.000814058,,,-0.10797,0.0099262,-0.00354945,-0.0364191,-0.017562,0.000839209,-0.125934,-0.0217005,0.00354945,0.0364191,0.0473401,-0.0486778,0.995903,0.000311192,-1,-0.000814058,-0.000311192,0.00404403,-0.0246545,-0.028724,0.0143352,-0.0279124,0.0283201,0.0173154,-0.00710451,-0.0145858,0.0124823,-0.0116296,-0.00874471,-0.012361,0.0150378,-0.0150378,-0.0124823,0.0116296,0.00410412,0.0151,-0.0205191,-0.0178928,-0.0143352,0.0279124,-0.0394415,-0.0187666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0258437,0.000311192,0.00100355,0.00420532,-0.00242606,,0.0139992,-0.000311192,0.0414482,-0.00902034,-0.0313052,,-0.0266347,0.000311192,-0.0145901,0.00420532,0.00952279,,-0.0117321,0.000311192,0.00498909,0.00902034,0.0389232,,0.0244188,-0.000311192,0.00816646,-0.00420532,-0.013982,,0.0171246,-0.000311192,0.0174332,-0.00902034,-0.0171382,0.0258162
current_hour_pillar_heavenly_cos,-0.0281567,-0.0222881,-0.0259505,-0.022778,-0.0103473,,,0.058709,0.328549,0.347763,0.00744096,-0.0612279,0.0290089,-0.0150756,0.0209298,0.948054,0.327951,-0.016257,0.0316052,,,,,,,,,-0.0306592,-0.000436636,-0.0127979,,-0.00387227,0.00111127,-0.00152952,-0.00157989,0.058709,,0.000814058,1,,,0.330055,0.00221072,0.00843813,0.00174353,0.0127531,-0.0175444,0.349187,0.0154747,-0.00843813,-0.00174353,-0.0837465,-0.0136576,0.00152647,0.0340012,-0.000814058,-1,-0.0340012,-0.0332828,-0.0619886,0.0110882,0.0664487,0.0139794,0.00245143,0.0333433,0.0290089,-0.000917336,0.0122353,0.0260765,0.0297703,0.0130922,-0.0150756,0.0150756,-0.0122353,-0.0260765,-0.0339992,-0.0112219,0.0196822,-0.0116866,-0.0664487,-0.0139794,-0.00259467,-0.0425576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00604038,0.0340012,0.023555,-0.0346262,0.0288669,,-0.0086833,-0.0340012,-0.021467,0.0310194,-0.0102484,,0.00705227,0.0340012,0.0258747,-0.0346262,-0.00577265,,-0.00434231,0.0340012,-0.0185575,-0.0310194,0.0460772,,-0.011752,-0.0340012,-0.0098949,0.0346262,-0.00132454,,0.00549128,-0.0340012,-0.0119102,0.0310194,-0.0397787,-0.0165697
current_hour_pillar_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_hour_pillar_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_day_pillar_heavenly,-0.0262455,-0.0300976,-0.0220279,-0.0222886,-0.0200697,,,0.100834,0.99514,-0.165257,-0.146178,-0.0699417,0.0163271,-0.0132504,0.0493496,0.31368,0.995193,0.000624158,0.0185266,,,,,,,,,-0.0158339,-0.00720374,0.0260711,,-0.0376886,-0.018601,-0.00532435,-0.00490266,0.100834,,-0.10797,0.330055,,,1,-0.00455732,-0.663615,0.0419758,0.0166343,-0.0285364,-0.162526,-0.020523,0.663615,-0.0419758,-0.00995004,0.0045178,-0.155921,0.0423086,0.10797,-0.330055,-0.0423086,-0.0368477,-0.0702614,-0.0409163,0.10079,-0.00830187,0.0460107,0.0548376,0.0163271,0.00570444,0.0284853,0.0197252,0.0213687,-0.00540555,-0.0132504,0.0132504,-0.0284853,-0.0197252,-0.0291677,-0.01451,0.0482372,0.0477619,-0.10079,0.00830187,-0.0444943,-0.0631073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184862,0.0423086,0.0262308,-0.0382386,-0.0213202,,-0.0234451,-0.0423086,0.00694315,0.0286243,0.0225485,,0.0332454,0.0423086,0.0603294,-0.0382386,-0.0372936,,0.0247619,0.0423086,-0.0302232,-0.0286243,0.0119669,,-0.0431523,-0.0423086,-0.03655,0.0382386,0.0360651,,-0.0154574,-0.0423086,0.0121237,0.0286243,0.00167801,-0.0210775
current_day_pillar_earthly,0.00675554,-0.000197972,0.00720931,-0.00317799,-0.0840524,,,0.0269563,0.0901158,0.0238577,0.0129928,0.0139794,-0.00664661,-0.012674,-0.0268305,0.0075176,0.022094,-0.00708551,0.0246381,,,,,,,,,0.00900954,-0.00500875,0.0258295,,-0.0305078,-0.0141432,-0.00288419,-0.00247139,0.0269563,,0.0099262,0.00221072,,,-0.00455732,1,0.0019086,-0.0130892,-0.34556,-0.45207,0.0155202,0.0209712,-0.0019086,0.0130892,0.278555,0.403135,0.00848415,0.0265527,-0.0099262,-0.00221072,-0.0265527,-0.0184479,0.0165011,0.0117167,-0.0802366,-0.071606,0.0412962,-0.0647932,-0.00664661,0.0212637,0.0240782,0.00643019,0.00220823,-0.0188982,-0.012674,0.012674,-0.0240782,-0.00643019,-0.00674502,-0.0202164,-0.0210338,-0.00208056,0.0802366,0.071606,-0.0462158,0.0550362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.361985,0.0265527,0.0371871,-0.0217315,-0.0268931,,0.281604,-0.0265527,-0.0248292,0.0133005,-0.0149524,,-0.417153,0.0265527,0.0558451,-0.0217315,-0.0121558,,-0.268375,0.0265527,0.0558559,-0.0133005,-0.0105146,,0.278519,-0.0265527,-0.0767433,0.0217315,0.00324018,,0.295977,-0.0265527,-0.007559,0.0133005,-0.00689778,-0.00320333
current_day_pillar_heavenly_sin,0.0237709,0.0308248,0.0234291,0.0289763,0.0539397,,,0.012246,-0.659418,0.663778,-0.00521317,0.0727616,0.00292739,-0.0199332,-0.0597553,0.00720618,-0.661977,-0.0618333,0.0214299,,,,,,,,,0.0253964,-0.00846697,-0.0364517,,0.0454986,0.00349422,-0.0113996,-0.011915,0.012246,,-0.00354945,0.00843813,,,-0.663615,0.0019086,1,0.00869231,0.0110171,0.0213694,0.662306,0.0578011,-1,-0.00869231,-0.0632242,0.0146423,-0.00296205,-0.0131471,0.00354945,-0.00843813,0.0131471,0.0151249,0.0710753,0.076538,-0.13129,0.032855,-0.0724706,-0.0922099,0.00292739,0.0239421,-0.0265686,0.0108684,0.00498103,0.0177648,-0.0199332,0.0199332,0.0265686,-0.0108684,0.00454908,-0.0208897,-0.0563769,-0.0751462,0.13129,-0.032855,0.0625317,0.0912134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00314507,-0.0131471,-0.0266691,0.00540559,0.0284366,,0.0109208,0.0131471,0.00393104,0.00443084,-0.0372796,,-0.01082,-0.0131471,-0.0622976,0.00540559,0.0837278,,-0.0153513,-0.0131471,0.0627498,-0.00443084,-0.0188616,,0.0144289,0.0131471,0.0218742,-0.00540559,-0.0820359,,0.00427057,0.0131471,-0.0127587,0.00443084,0.0028131,0.0315181
current_day_pillar_heavenly_cos,0.00652104,0.011428,0.00598802,0.00748959,0.069709,,,0.00635502,0.0406319,-0.0151043,-0.0388963,0.12862,0.00708275,0.00677819,-0.113785,-0.00848147,0.0432546,0.220676,-0.0163263,,,,,,,,,-0.00229921,-0.00766488,0.0959956,,0.0202931,0.00227429,-0.000170022,-0.000435952,0.00635502,,-0.0364191,0.00174353,,,0.0419758,-0.0130892,0.00869231,1,-0.000119945,-0.00158023,-0.016979,0.00903714,-0.00869231,-1,-0.0249291,-0.0344302,-0.0375599,-0.0109012,0.0364191,-0.00174353,0.0109012,0.00805585,0.134906,-0.0128109,-0.128447,-0.0900825,0.0601895,-0.034273,0.00708275,-0.0138771,-0.0112278,-0.00135186,0.00187147,0.0116038,0.00677819,-0.00677819,0.0112278,0.00135186,-0.000226974,0.0116935,-0.11549,-0.00992815,0.128447,0.0900825,-0.020571,0.087422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0281301,-0.0109012,0.00277501,0.00843105,0.000956436,,0.00994015,0.0109012,0.00375843,-0.00445074,-0.0144074,,-0.0159046,-0.0109012,0.0279208,0.00843105,0.0268973,,-0.00122516,-0.0109012,0.00736801,0.00445074,-0.0606307,,0.0070028,0.0109012,-0.0599729,-0.00843105,0.0281832,,0.0219942,0.0109012,0.0134403,-0.00445074,0.0133946,0.0246484
current_day_pillar_earthly_sin,0.0163385,0.0120306,0.00976919,0.0057353,0.0984492,,,-0.029765,-0.0100667,0.0391252,-0.0220701,-0.00506665,-0.0292674,0.0349112,0.0302482,0.00556512,-0.0285015,-0.0340597,-0.0608369,,,,,,,,,0.0231316,-0.0103049,-0.0235833,,0.018247,-0.0035852,-0.012179,-0.0123558,-0.029765,,-0.017562,0.0127531,,,0.0166343,-0.34556,0.0110171,-0.000119945,1,0.00285723,0.0150962,0.314473,-0.0110171,0.000119945,-0.863746,-0.0346282,-0.0184791,-0.0221617,0.017562,-0.0127531,0.0221617,0.0232086,0.000979621,-0.0263729,0.024044,-0.00495098,-0.00211587,0.0369762,-0.0292674,-0.0247922,0.0115376,-0.0357171,-0.0329867,-0.0273333,0.0349112,-0.0349112,-0.0115376,0.0357171,0.0282287,0.0330905,0.0287781,0.0238299,-0.024044,0.00495098,-0.0150925,-0.0361151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133413,-0.0221617,0.0180123,0.0297023,0.0348207,,0.327353,0.0221617,0.0350679,-0.0348944,0.0197758,,0.217946,-0.0221617,-0.00105443,0.0297023,-0.00437995,,-0.12348,-0.0221617,-0.0133361,0.0348944,0.0410788,,-0.325773,0.0221617,0.0216109,-0.0297023,0.00366285,,0.266348,0.0221617,-0.00734175,-0.0348944,-0.021372,-0.00529487
current_day_pillar_earthly_cos,-0.0138259,-0.00627174,-0.0113841,-0.000301791,-0.076666,,,-0.0193537,-0.0721054,0.0339279,0.00150982,0.0356881,0.0358751,-0.0129413,0.0372126,-0.0183142,-0.051985,0.0131463,-0.000386956,,,,,,,,,-0.0112437,-0.00871431,-0.0412212,,-0.00870665,-0.0127275,-0.0118738,-0.0118162,-0.0193537,,0.000839209,-0.0175444,,,-0.0285364,-0.45207,0.0213694,-0.00158023,0.00285723,1,0.0013869,0.341819,-0.0213694,0.00158023,0.046005,-0.868262,0.00233757,-0.00453789,-0.000839209,0.0175444,0.00453789,-0.00334661,0.0363466,-0.00797549,0.00860565,0.00379476,0.0240109,0.00814703,0.0358751,-0.00857871,-0.0304887,0.0242044,0.0284802,0.0431719,-0.0129413,0.0129413,0.0304887,-0.0242044,-0.0217346,-0.00195738,0.03857,0.00591738,-0.00860565,-0.00379476,-0.0216904,0.0115083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.339576,-0.00453789,-0.0187281,-0.00592754,0.0302761,,-0.143064,0.00453789,0.00510463,0.0175637,-0.0442009,,0.288359,-0.00453789,-0.0164719,-0.00592754,0.0303941,,-0.315796,-0.00453789,-0.0358426,-0.0175637,0.00218144,,0.112955,0.00453789,0.0278141,0.00592754,-0.00620856,,-0.235665,0.00453789,0.0160089,0.0175637,-0.0291601,0.00510903
current_day_pillar_minus_heavenly,-0.038147,-0.0344497,-0.0354416,-0.0339444,-0.0047722,,,0.108475,-0.160105,0.995066,-0.168428,-0.000747364,0.0289711,-0.014827,0.000497038,0.325689,-0.163383,-0.0654232,0.0324598,,,,,,,,,-0.00852772,-0.0158984,-0.0352436,,0.0162657,-0.00667756,-0.018627,-0.0188887,0.108475,,-0.125934,0.349187,,,-0.162526,0.0155202,0.662306,-0.016979,0.0150962,0.0013869,1,0.0203627,-0.662306,0.016979,-0.080913,0.0202759,-0.172282,0.0071666,0.125934,-0.349187,-0.0071666,-0.0132663,-0.0045135,0.0575677,-0.0245847,0.0420569,-0.0437062,-0.0383745,0.0289711,-0.00121509,-0.0157413,0.023073,0.0256753,0.0296119,-0.014827,0.014827,0.0157413,-0.023073,-0.0221621,-0.00793355,0.00224095,-0.065313,0.0245847,-0.0420569,0.0491344,0.0274505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00522292,0.0071666,-0.0357808,-0.0139957,0.0614594,,0.013743,-0.0071666,-0.0178504,0.0203176,-0.0459246,,-0.00264968,0.0071666,-0.0576171,-0.0139957,0.0559149,,-0.0221871,0.0071666,1.53712e-05,-0.0203176,0.0363877,,-0.00114593,-0.0071666,0.0460452,0.0139957,-0.060086,,0.0149386,-0.0071666,-0.00265736,0.0203176,-0.041452,-0.0279003
current_day_pillar_minus_earthly,0.0168608,0.020392,0.0131945,0.0176901,0.00694582,,,-0.0261344,-0.0118795,0.115513,-0.0202275,-0.015175,0.00114124,0.0024803,0.0412362,0.00537816,-0.0452549,-0.072592,-0.0322643,,,,,,,,,-1.01668e-05,0.00185844,-0.0190341,,-0.00208046,-0.00306966,0.000412517,0.000439583,-0.0261344,,-0.0217005,0.0154747,,,-0.020523,0.0209712,0.0578011,0.00903714,0.314473,0.341819,0.0203627,1,-0.0578011,-0.00903714,-0.344844,-0.406807,-0.0198535,-0.00385891,0.0217005,-0.0154747,0.00385891,0.00710089,-0.010959,-0.00944129,-0.0112829,-0.0238588,0.0240497,0.00923306,0.00114124,-0.00404807,-0.00322792,-0.00119486,-0.000348135,0.00270883,0.0024803,-0.0024803,0.00322792,0.00119486,0.000838488,0.00374975,0.0424033,0.0517278,0.0112829,0.0238588,-0.0408685,-0.0192296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191209,-0.00385891,0.0466781,0.00325745,0.0307218,,0.167487,0.00385891,0.00534527,-0.00213708,-0.0527682,,0.156627,-0.00385891,0.0239655,0.00325745,0.0186633,,-0.316316,-0.00385891,0.00274374,0.00213708,0.0387859,,-0.00454338,0.00385891,-0.00129916,-0.00325745,-0.0372283,,0.0235563,0.00385891,-0.0241961,-0.00213708,-0.0524904,0.0142757
current_day_pillar_minus_heavenly_sin,-0.0237709,-0.0308248,-0.0234291,-0.0289763,-0.0539397,,,-0.012246,0.659418,-0.663778,0.00521317,-0.0727616,-0.00292739,0.0199332,0.0597553,-0.00720618,0.661977,0.0618333,-0.0214299,,,,,,,,,-0.0253964,0.00846697,0.0364517,,-0.0454986,-0.00349422,0.0113996,0.011915,-0.012246,,0.00354945,-0.00843813,,,0.663615,-0.0019086,-1,-0.00869231,-0.0110171,-0.0213694,-0.662306,-0.0578011,1,0.00869231,0.0632242,-0.0146423,0.00296205,0.0131471,-0.00354945,0.00843813,-0.0131471,-0.0151249,-0.0710753,-0.076538,0.13129,-0.032855,0.0724706,0.0922099,-0.00292739,-0.0239421,0.0265686,-0.0108684,-0.00498103,-0.0177648,0.0199332,-0.0199332,-0.0265686,0.0108684,-0.00454908,0.0208897,0.0563769,0.0751462,-0.13129,0.032855,-0.0625317,-0.0912134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00314507,0.0131471,0.0266691,-0.00540559,-0.0284366,,-0.0109208,-0.0131471,-0.00393104,-0.00443084,0.0372796,,0.01082,0.0131471,0.0622976,-0.00540559,-0.0837278,,0.0153513,0.0131471,-0.0627498,0.00443084,0.0188616,,-0.0144289,-0.0131471,-0.0218742,0.00540559,0.0820359,,-0.00427057,-0.0131471,0.0127587,-0.00443084,-0.0028131,-0.0315181
current_day_pillar_minus_heavenly_cos,-0.00652104,-0.011428,-0.00598802,-0.00748959,-0.069709,,,-0.00635502,-0.0406319,0.0151043,0.0388963,-0.12862,-0.00708275,-0.00677819,0.113785,0.00848147,-0.0432546,-0.220676,0.0163263,,,,,,,,,0.00229921,0.00766488,-0.0959956,,-0.0202931,-0.00227429,0.000170022,0.000435952,-0.00635502,,0.0364191,-0.00174353,,,-0.0419758,0.0130892,-0.00869231,-1,0.000119945,0.00158023,0.016979,-0.00903714,0.00869231,1,0.0249291,0.0344302,0.0375599,0.0109012,-0.0364191,0.00174353,-0.0109012,-0.00805585,-0.134906,0.0128109,0.128447,0.0900825,-0.0601895,0.034273,-0.00708275,0.0138771,0.0112278,0.00135186,-0.00187147,-0.0116038,-0.00677819,0.00677819,-0.0112278,-0.00135186,0.000226974,-0.0116935,0.11549,0.00992815,-0.128447,-0.0900825,0.020571,-0.087422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0281301,0.0109012,-0.00277501,-0.00843105,-0.000956436,,-0.00994015,-0.0109012,-0.00375843,0.00445074,0.0144074,,0.0159046,0.0109012,-0.0279208,-0.00843105,-0.0268973,,0.00122516,0.0109012,-0.00736801,-0.00445074,0.0606307,,-0.0070028,-0.0109012,0.0599729,0.00843105,-0.0281832,,-0.0219942,-0.0109012,-0.0134403,0.00445074,-0.0133946,-0.0246484
